"ProviderId";"ProviderName";"LocationAddressLine1";"LocationCity";"LocationCountyDescription";"LocationStateDescription";"LocationZipCode5";"PhoneNumber";"ProviderType";"ProviderStatus";"Capacity";"IsSubsidyAccepted";"HoursOfOperationMonday";"HoursOfOperationTuesday";"HoursOfOperationWednesday";"HoursOfOperationThursday";"HoursOfOperationFriday";"HoursOfOperationSaturday";"HoursOfOperationSunday";"NumberOfStars";"IsFoodPermitAvailable";"Infant";"Toddler";"PreSchool";"SchoolAge";"IsAcceditationsAvailable";"Transportation";"IsOngoingProcess";"PartTimeCostInfant1";"FullTimeCostInfant1";"PartTimeCostToddler1";"FullTimeCostToddler1";"PartTimeCostToddler2";"FullTimeCostToddler2";"PartTimeCostPreschool1";"FullTimeCostPreschool1";"PartTimeCostPreschool2";"FullTimeCostPreschool2";"PartTimeCostPreschool3";"FullTimeCostPreschool3";"PartTimeCostSchoolAge1";"FullTimeCostSchoolAge1";"PartTimeCostSchoolAge2";"FullTimeCostSchoolAge2";"NonTraditional";"MailingAddress";"LocationAddress";"IsServingSpecialNeeds";"IsActiveCCAPChildren";"ExpiryDate";"AgeRangeSupported";"ProviderCLRNumber";"LocationAddressLine2"
202115;"Little Pea Preschool LLC";"4244 N Main St";"Eminence";"HENRY";"KY";40019;5026551226;"Licensed";"APPROVED";119;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";;;;;22;30;22;30;22;30;;34;9;34;;;"No Information Available";"4244 N Main St, Eminence, KY, 40019";"4244 N Main St, Eminence, KY, 40019";"Y";"Y";"2/28/2023";"Infant To School Age";"L383981";
203027;"Little Light House Central Kentucky";"222 Main Street";"Shelbyville";"SHELBY";"KY";40065;5022065390;"Licensed";"APPROVED";16;;"8:30 AM - 1:30 PM";"8:30 AM - 1:30 PM";"8:30 AM - 1:30 PM";"8:30 AM - 1:30 PM";"No Information Available";"No Information Available";"No Information Available";1;"N";"N";"N";"Y";"N";;"N";"N";;;;;;;;;;;;;;;;;"No Information Available";"PO Box 245, Shelbyville, KY, 40066";"222 Main Street, Shelbyville, KY, 40065";"No Information Available";"N";"3/31/2023";"Two_To_School";"L384322";
202458;"Learning Tree Academy";"99 C.Micheal Davenport Way";"Frankfort";"FRANKLIN";"KY";40601;5026611501;"Licensed";"APPROVED";98;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"Y";"N";47;47;47;47;47;47;41;41;41;41;41;41;32;37;32;37;"No Information Available";"731 Jackstown Rd, Paris, KY, 40361";"99 C.Micheal Davenport Way, Frankfort, KY, 40601";"No Information Available";"Y";"1/31/2024";"Infant To School Age";"L384074";
585;"Wright Child Care";"500 Rocket Lane";"Shelbyville";"SHELBY";"KY";40065;5026337105;"Licensed";"APPROVED";100;"Y";"2:20 PM - 6:00 PM";"2:20 PM - 6:00 PM";"2:20 PM - 6:00 PM";"2:20 PM - 6:00 PM";"2:20 PM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"N";"Y";"N";"Y";"N";;;;;;;;;;;12;24;12;24;12;24;"N";"279 Chapel Hill Road, SCPS Daycares, Shelbyville, KY, 40065";"500 Rocket Lane, Shelbyville, KY, 40065";"Y";"Y";"2/29/2024";"School_Age";"L354108";
180704;"The Capital Academy";"317 Capital Avenue";"Frankfort";"FRANKLIN";"KY";40601;5026992399;"Licensed";"APPROVED";39;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";2;"N";"Y";"Y";"Y";"N";;"N";"N";22;32;22;32;21;31;21;31;20;30;20;30;;;;;"No Information Available";"317 Capital Avenue, Frankfort, KY, 40601";"317 Capital Avenue, Frankfort, KY, 40601";"N";"Y";"2/28/2023";"Infant To Two_To_School";"L383690";
3632;"Robin Tillman";"20 American Way #3";"Frankfort";"FRANKLIN";"KY";40601;5028758811;"Certified";"SUSPENDED";6;"N";"No Information Available";"No Information Available";"No Information Available";"No Information Available";"No Information Available";"No Information Available";"No Information Available";0;;"N";"N";"N";"N";"N";;"N";;;;;;;;;;;;;;;;;;;"20 American Way #3, Frankfort, KY, 40601";;;;;;
114;"Blue Grass Head Start Community Center";"955 Leestown Lane";"Frankfort";"FRANKLIN";"KY";40601;5022271511;"Licensed";"APPROVED";167;"Y";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"8:00 AM - 4:00 PM";"No Information Available";"No Information Available";"No Information Available";5;"Y";"N";"N";"Y";"N";"N";"Y";"N";;;;;13;20;13;20;13;20;13;20;;;;;"N";"111 Professional Court, Frankfort, KY, 40601";"955 Leestown Lane, Frankfort, KY, 40601";"Y";"N";"2/28/2023";"Two_To_School";"L351083";
137535;"The Frankfort Child Development Center, LLC";"375 Versailles Road";"Frankfort";"FRANKLIN";"KY";40601;5023524567;"Licensed";"APPROVED";70;"Y";"5:40 AM - 5:30 PM";"5:40 AM - 5:30 PM";"5:40 AM - 5:30 PM";"5:40 AM - 5:30 PM";"5:40 AM - 5:30 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";;"Y";"N";43;47;43;47;43;47;34;41;34;41;34;41;32;37;32;37;"No Information Available";"375 Versailles Road, Frankfort, KY, 40601";"375 Versailles Road, Frankfort, KY, 40601";"Y";"Y";"6/30/2023";"Infant To School Age";"L383356";
1844;"New Horizons Child Development Center";"316 Ann Street";"Frankfort";"FRANKLIN";"KY";40601;5022274907;"Licensed";"APPROVED";74;"Y";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"No Information Available";"No Information Available";3;"N";"Y";"Y";"Y";"N";"N";"N";"N";;34;;33;;31;;29;;28;;;;;;;"N";"316 Ann Street, Frankfort, KY, 40601";"316 Ann Street, Frankfort, KY, 40601";"Y";"Y";"11/30/2023";"Infant To Two_To_School";"L356501";
55985;"The Frankfort Christian Academy";"1349 U.S. Highway 421 South";"Frankfort";"FRANKLIN";"KY";40601;5026950744;"Licensed";"APPROVED";112;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";5;"Y";"N";"N";"Y";"N";;"N";"N";;;;;;;20.73;40.65;20.73;40.65;;;;;;;"No Information Available";"1349 U.S. Highway 421 South, Frankfort, KY, 40601";"1349 U.S. Highway 421 South, Frankfort, KY, 40601";"No Information Available";"N";"4/30/2023";"Two_To_School";"L357671";
73688;"Tiger Academy at Southside Elementary";"728 Ginkgo Drive";"Shelbyville";"SHELBY";"KY";40065;5026337107;"Licensed";"APPROVED";99;"Y";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;;;;;;;12;24;12;24;12;24;"N";"279 Chapel Hill Road, SCPS Daycares, Shelbyville, KY, 40065";"728 Ginkgo Drive, Shelbyville, KY, 40065";"Y";"N";"4/30/2023";"Two_To_School To School_Age";"L358870";
191737;"Melissa Newton";"221 Rolling Acres";"Frankfort";"FRANKLIN";"KY";40601;5026820373;"Certified";"APPROVED";6;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"N";28;28;28;28;28;28;28;28;28;28;28;28;10;28;10;28;"No Information Available";"221 Rolling Acres, Frankfort, KY, 40601";"221 Rolling Acres, Frankfort, KY, 40601";"No Information Available";"N";"1/31/2023";"No Information Available";"C71044";
833;"Capital Day School";"120 Deepwood Road";"Frankfort";"FRANKLIN";"KY";40601;5022277121;"Licensed";"APPROVED";128;"Y";"7:15 AM - 5:30 PM";"7:15 AM - 5:30 PM";"7:15 AM - 5:30 PM";"7:15 AM - 5:30 PM";"7:15 AM - 5:30 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"Y";"Y";"N";"N";"N";;;;;;;29.51;41;29.51;41;29.51;41;10;;10;;"N";"120 Deepwood Road, Frankfort, KY, 40601";"120 Deepwood Road, Frankfort, KY, 40601";"N";"Y";"5/31/2023";"Two_To_School To School_Age";"L354697";
125;"Child Town";"1940 Midland Trail";"Shelbyville";"SHELBY";"KY";40065;5026332050;"Licensed";"APPROVED";232;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;31;;31;;31;;31;;29;;29;;30;;30;"N";"1940 Midland Trail, Shelbyville, KY, 40065";"1940 Midland Trail, Shelbyville, KY, 40065";"N";"Y";"12/31/2023";"Infant To School Age";"L352108";
202041;"Krystina Johnson";"26 Skywatch Court";"Shelbyville";"SHELBY";"KY";40065;5022201193;"Certified";"APPROVED";6;"Y";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"N";;40;;35;;35;;;;;;;;;;;"No Information Available";"26 Skywatch Court, Shelbyville, KY, 40065";"26 Skywatch Court, Shelbyville, KY, 40065";"No Information Available";"N";"8/31/2023";"No Information Available";"C71073";
126873;"The Discovery Gym";"116 Main Street";"Shelbyville";"SHELBY";"KY";40065;5024370705;"Licensed";"APPROVED";70;"Y";"7:30 AM - 2:30 PM";"7:30 AM - 2:30 PM";"7:30 AM - 2:30 PM";"7:30 AM - 2:30 PM";"7:30 AM - 2:30 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"N";;"N";"N";;;;;;;;30;;30;;30;;;;;"No Information Available";"116 Main Street, Shelbyville, KY, 40065";"116 Main Street, Shelbyville, KY, 40065";"Y";"N";"2/28/2023";"Two_To_School";"L383275";
71484;"Lorrie's Little Angels";"2768 Brassfield Circle";"Shelbyville";"SHELBY";"KY";40065;5026473464;"Certified";"APPROVED";6;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";2;;"N";"N";"N";"N";"N";"N";"N";;29;;29;;29;;29;;29;;;;;;;"N";"2768 Brassfield Circle, Shelbyville, KY, 40065";"2768 Brassfield Circle, Shelbyville, KY, 40065";"No Information Available";"N";"12/31/2022";"No Information Available";"C52661";
1732;"Anderson County Kids Club";"1338 Alton Station Road";"Lawrenceburg";"ANDERSON";"KY";40342;5028395675;"Licensed";"APPROVED";30;"Y";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";4;"Y";"N";"N";"Y";"Y";"N";"N";"N";;;;;14;30;14;30;14;30;14;30;14;30;14;30;"N";"1338 Alton Station Road, Lawrenceburg, KY, 40342";"1338 Alton Station Road, Lawrenceburg, KY, 40342";"Y";"Y";"5/31/2022";"Two_To_School To School_Age";"L356372";
1306;"Shelby Christian Preschool";"2375 Frankfort Road";"Shelbyville";"SHELBY";"KY";40065;5026335975;"Licensed";"APPROVED";60;"N";"8:00 AM - 11:00 AM";"8:00 AM - 11:00 AM";"8:00 AM - 11:00 AM";"8:00 AM - 11:00 AM";"8:00 AM - 11:00 AM";"No Information Available";"No Information Available";0;"N";"N";"N";"Y";"N";"N";"N";"N";;;;;;;;;;;;;;;;;"N";"2375 Frankfort Road, Shelbyville, KY, 40065";"2375 Frankfort Road, Shelbyville, KY, 40065";"No Information Available";"N";"11/30/2023";"Two_To_School";"L355741";
69776;"Hornet Club (The)";"300 Copperleaf Boulevard";"Frankfort";"FRANKLIN";"KY";40601;5026956760;"Licensed";"APPROVED";100;"Y";"7:45 AM - 4:15 PM";"7:45 AM - 4:15 PM";"7:45 AM - 4:15 PM";"7:45 AM - 4:15 PM";"7:45 AM - 4:15 PM";"No Information Available";"No Information Available";2;"Y";"N";"N";"N";"Y";;"Y";"N";;;;;;;;;;;;;10;20;10;20;"No Information Available";"300 Copperleaf Boulevard, Frankfort, KY, 40601";"300 Copperleaf Boulevard, Frankfort, KY, 40601";"Y";"Y";"8/31/2023";"School_Age";"L358788";
2895;"Shelby County Early Head Start/Full Day Full Year Head Start";"821 College Street";"Shelbyville";"SHELBY";"KY";40065;5026473533;"Licensed";"APPROVED";60;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";5;"Y";"Y";"Y";"Y";"N";"N";"N";"N";33;40;33;40;33;40;27;36;27;36;;;;;;;"N";"100 Alpine Drive, Ovec, Shelbyville, KY, 40065";"821 College Street, Shelbyville, KY, 40065";"N";"Y";"8/31/2023";"Infant To Two_To_School";"L357736";
202948;"Butterfly Garden Academy";"1427 Campbellsburg Road";"New Castle";"HENRY";"KY";40050;5027588112;"Licensed";"APPROVED";67;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";33;36;33;36;30;34;30;33;30;32;30;32;20;23;20;23;"No Information Available";"1813 Wolf Drive, LaGrange, KY, 40031";"1427 Campbellsburg Road, New Castle, KY, 40050";"No Information Available";"Y";"1/31/2023";"Infant To School Age";"L384293";
202966;"Inspire to Aspire Academy";"867 Wilkinson Blvd";"Frankfort";"FRANKLIN";"KY";40601;5022197938;"Licensed";"APPROVED";60;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 AM";"9:00 AM - 2:00 PM";"No Information Available";1;"N";"N";"N";"N";"Y";;"N";"N";;;;;;;;;;;16;32;16;32;16;32;"Y";"867 Wilkinson Blvd, Frankfort, KY, 40601";"867 Wilkinson Blvd, Ste 1, 2, 3, Frankfort, KY, 40601";"Y";"Y";"1/31/2023";"School_Age";"L384300";"Ste 1, 2, 3"
168605;"Campfire Eminence Elementary";"254 West Broadway Street";"Eminence";"HENRY";"KY";40019;5028455427;"Licensed";"APPROVED";256;"Y";"No Information Available";"No Information Available";"No Information Available";"No Information Available";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";2;"Y";"N";"N";"Y";"Y";;"Y";"N";;;;;;;8;16;8;16;8;16;8;16;8;16;"No Information Available";"291 West Broadway St., Eminence, KY, 40019";"254 West Broadway Street, Eminence, KY, 40019";"Y";"Y";"6/30/2023";"Two_To_School To School_Age";"L383476";
1696;"Great Beginnings Child Care, LLC";"181 Doctors Drive";"Frankfort";"FRANKLIN";"KY";40601;5022279448;"Licensed";"APPROVED";91;"Y";"6:45 AM - 5:30 PM";"6:45 AM - 5:30 PM";"6:45 AM - 5:30 PM";"6:45 AM - 5:30 PM";"6:45 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";;32;;32;;32;;26;;26;;26;;26;;26;"N";"181 Doctors Drive, Frankfort, KY, 40601";"181 Doctors Drive, Frankfort, KY, 40601";"Y";"Y";"2/28/2023";"Infant To School Age";"L356324";
105930;"Little Hands Development Center";"250 Haven Hill Road";"Shelbyville";"SHELBY";"KY";40065;5024370547;"Licensed";"APPROVED";56;"Y";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"No Information Available";2;"Y";"Y";"Y";"Y";"Y";;"N";"N";;29;;29;;29;;29;;29;;29;;29;;29;"Y";"250 Haven Hill Road, Shelbyville, KY, 40065";"250 Haven Hill Road, Shelbyville, KY, 40065";"N";"Y";"3/31/2023";"Infant To School Age";"L383142";
1674;"Eminence Full Day Full Year Head Start";"295 West Broadway";"Eminence";"HENRY";"KY";40019;5028450996;"Licensed";"APPROVED";20;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";5;"Y";"N";"N";"Y";"N";"N";"N";"N";;;;;;;27;36;27;36;27;36;;;;;"N";"100 Alpine Drive, Ovec, Shelbyville, KY, 40065";"295 West Broadway, Eminence, KY, 40019";"N";"Y";"12/31/2023";"Two_To_School";"L356295";
202539;"Educating Butterflies Childcare";"144 E Main Street";"Springfield";"WASHINGTON";"KY";40069;8594816051;"Licensed";"APPROVED";44;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";19;24;19;24;19;22;19;22;15;22;15;20;15;20;15;20;"No Information Available";"144 E Main Street, Springfield, KY, 40069";"144 E Main Street, Springfield, KY, 40069";"Y";"Y";"4/30/2023";"Infant To School Age";"L384112";
202257;"Bardstown Child Care Program";"1345 Templin Avenue";"Bardstown";"NELSON";"KY";40004;5023318815;"Licensed";"APPROVED";256;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"N";"Y";;"Y";"N";;;;;;;;;;;;;12;26;12;26;"No Information Available";"510 North Fifth Street, Bardstown, KY, 40004";"1345 Templin Avenue, Bardstown, KY, 40004";"No Information Available";"Y";"4/30/2023";"School_Age";"L384019";
2878;"Springfield Head Start";"394 Lincoln Drive";"Springfield";"WASHINGTON";"KY";40069;8594816003;"Licensed";"APPROVED";76;"Y";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"No Information Available";"No Information Available";5;"Y";"N";"Y";"Y";"N";"N";"Y";"N";0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;;;;"N";"P.O. Box 830, Ckcac, Lebanon, KY, 40033";"394 Lincoln Drive, Springfield, KY, 40069";"N";"N";"7/31/2023";"Toddler To Two_To_School";"L357718";
216;"Wee Care Day Care & Learning Center";"981 Frost Avenue";"Bardstown";"NELSON";"KY";40004;5023485198;"Licensed";"APPROVED";99;"Y";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"N";"N";"N";"N";;31;;31;;30;;27;;;;;;;;;"N";"981 Frost Avenue, Bardstown, KY, 40004";"981 Frost Avenue, Bardstown, KY, 40004";"N";"Y";"7/31/2023";"Infant To Two_To_School";"L352732";
78057;"Washington County Elementary Springboard Center";"601 Lincoln Park Rd";"Springfield";"WASHINGTON";"KY";40069;8593365490;"Licensed";"APPROVED";135;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";4;"Y";"N";"N";"Y";"Y";;"Y";"N";;;;;;;12;22;12;22;12;22;12;22;12;22;"No Information Available";"601 Lincoln Park Rd, Springfield, KY, 40069";"601 Lincoln Park Rd, Springfield, KY, 40069";"Y";"Y";"12/31/2022";"Two_To_School To School_Age";"L359003";
202999;"Learn 2 Grow Child Enrichment Center";"11630 New Haven Road";"New Haven";"NELSON";"KY";40051;5022867002;"Licensed";"APPROVED";37;;"5:30 AM - 6:30 PM";"5:30 AM - 6:30 PM";"5:30 AM - 6:30 PM";"5:30 AM - 6:30 PM";"5:30 AM - 6:30 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"Y";"Y";;"N";"N";;;;;;;;;;;;;;;;;"No Information Available";"11630 New Haven Road, New Haven, KY, 40051";"11630 New Haven Road, New Haven, KY, 40051";"No Information Available";"N";"3/31/2023";"Two_To_School To School_Age";"L384311";
137256;"Bardstown Child Care Program";"1000 Templin Avenue";"Bardstown";"NELSON";"KY";40004;5023318920;"Licensed";"APPROVED";217;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";4;"Y";"N";"Y";"Y";"Y";;"Y";"N";;;;;;;18;26;18;26;18;26;12;26;12;26;"No Information Available";"510 North 5th, Bardstown, KY, 40004";"1000 Templin Avenue, Bardstown, KY, 40004";"Y";"Y";"4/30/2023";"Toddler To School_Age";"L383327";
70001;"Saint Joseph Montessori Children's Center";"300 W. John Fitch Ave";"Bardstown";"NELSON";"KY";40048;5022033510;"Licensed";"APPROVED";49;"Y";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"N";"N";;;;;;;20;30;20;30;20;30;;;;;"N";"PO Box 725, Bardstown, KY, 40004";"300 W. John Fitch Ave, Bardstown, KY, 40048";"Y";"Y";"8/31/2023";"Two_To_School To School_Age";"L358749";
2181;"Yellow Jacket Center";"130 Wilson Creek Road";"Boston";"NELSON";"KY";40107;5023503914;"Licensed";"APPROVED";325;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";4;"Y";"N";"N";"Y";"N";"N";"Y";"N";;;;;;;10;24;10;24;10;24;10;24;10;24;"N";"130 Wilson Creek Road, Boston, KY, 40107";"130 Wilson Creek Road, Boston, KY, 40107";"Y";"Y";"2/28/2023";"Two_To_School";"L356872";
202848;"Kid City USA Bardstown";"104 Keystone Ave";"Bardstown";"NELSON";"KY";40004;5023484444;"Licensed";"APPROVED";121;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";;36;;35;;34;;33;;33;16;30;16;30;16;30;"No Information Available";"104 Keystone Ave, Ste 3, Bardstown, KY, 40004";"104 Keystone Ave, Ste 3, Bardstown, KY, 40004";"No Information Available";"Y";"6/30/2023";"Infant To School Age";"L384252";"Ste 3"
2725;"The Clubhouse Center";"360 Arnold Lane";"Bloomfield";"NELSON";"KY";40008;5023503914;"Licensed";"APPROVED";100;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";5;"Y";"N";"N";"Y";"N";"N";"Y";"N";;;;;;;10;24;10;24;10;24;10;24;10;24;"N";"360 Arnold Lane, Bloomfield, KY, 40008";"360 Arnold Lane, Bloomfield, KY, 40008";"Y";"N";"8/31/2023";"Two_To_School";"L357486";
100;"New Haven Head Start";"413 North 1st Street";"New Haven";"NELSON";"KY";40051;5025493786;"Licensed";"APPROVED";38;"Y";"7:00 AM - 4:00 PM";"7:00 AM - 4:00 PM";"7:00 AM - 4:00 PM";"7:00 AM - 4:00 PM";"No Information Available";"No Information Available";"No Information Available";5;"Y";"N";"N";"Y";"N";;"Y";"N";;0.01;;0.01;;0.01;;0.01;;0.01;;0.01;;0.01;;0.01;"No Information Available";"Po Box 830, Lebanon, KY, 40033";"413 North 1st Street, New Haven, KY, 40051";"Y";"N";"3/31/2023";"Two_To_School";"L350964";
202465;"Watch Me Grow Childcare";"1200 Atkinson Hill Ave";"Bardstown";"NELSON";"KY";40004;5023482000;"Licensed";"APPROVED";49;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"N";;"Y";"N";;30;;30;;29;;28;;28;;28;;;;;"No Information Available";"1200 Atkinson Hill Ave, Bardstown, KY, 40004";"1200 Atkinson Hill Ave, Bardstown, KY, 40004";"No Information Available";"Y";"1/31/2023";"Infant To Two_To_School";"L384077";
203040;"Jennifer Fuss";"400 Camp Town Road";"Bardstown";"NELSON";"KY";40004;5025105731;"Certified";"APPROVED";6;"Y";"5:00 AM - 5:00 PM";"5:00 AM - 5:00 PM";"5:00 AM - 5:00 PM";"5:00 AM - 5:00 PM";"5:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;;"N";"N";"N";"N";;"N";"N";;34;;32;;30;;28;;28;;26;;26;;24;"No Information Available";"400 Camp Town Road, Bardstown, KY, 40004";"400 Camp Town Road, Bardstown, KY, 40004";"No Information Available";"N";"11/30/2024";"No Information Available";"C71156";
202642;"Learn & Grow Child Development Center";"10745 New Haven Road";"New Haven";"NELSON";"KY";40051;5022867002;"Licensed";"APPROVED";60;"Y";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";;25;;24;;23;;23;;22;;22;;22;;;"No Information Available";"10745 New Haven Road, New Haven, KY, 40051";"10745 New Haven Road, New Haven, KY, 40051";"No Information Available";"Y";"8/31/2023";"Infant To School Age";"L384162";
