"FacilityID";"TypeofRegulation";"Date";"Details";"Results"
"579700_2";" Licensing ";" 03/01/2019 ";" Warning Letter ";
"579700_2";" Licensing ";" 03/01/2019 ";" Forfeiture: $50 ";
"579700_2";" Licensing ";" 03/01/2019 ";" Orders Letter ";
"1000557921_12";" Licensing ";" 11/07/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000557921&LocationNumber=12&DocumentNumber=5002068723"
"1000557921_12";" Licensing ";" 10/31/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000557921&LocationNumber=12&DocumentNumber=5002042795"
"1000557921_12";" Licensing ";" 10/08/2019 ";" No violations found ***";
"1000557921_12";" Licensing ";" 04/05/2019 ";" No violations found ***";
"1000557921_12";" Licensing ";" 01/24/2019 ";" No violations found ***";
"587030_1";" Licensing ";" 06/10/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=587030&LocationNumber=1&DocumentNumber=5003092212"
"587030_1";" Licensing ";" 03/11/2020 ";" No violations found ***";
"587030_1";" Licensing ";" 12/19/2019 ";" No violations found ***";
"587030_1";" Licensing ";" 12/12/2019 ";" No violations found ***";
"587030_1";" Licensing ";" 10/02/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=587030&LocationNumber=1&DocumentNumber=5002093244"
"587030_1";" Licensing ";" 03/06/2019 ";" See Violations below";
"1000563691_6";" Licensing ";" 06/22/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000563691&LocationNumber=6&DocumentNumber=5003071942"
"1000563691_6";" Licensing ";" 12/11/2019 ";" No violations found ***";
"1000563691_6";" Licensing ";" 10/23/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000563691&LocationNumber=6&DocumentNumber=5002114366"
"1000563691_6";" Licensing ";" 03/27/2019 ";" See Violations below";
"1000563691_4";" Licensing ";" 06/09/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000563691&LocationNumber=4&DocumentNumber=5003017367"
"1000563691_4";" Licensing ";" 01/20/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000563691&LocationNumber=4&DocumentNumber=5002787401"
"1000563691_4";" Licensing ";" 12/14/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000563691&LocationNumber=4&DocumentNumber=5002787391"
"1000563691_4";" Licensing ";" 09/25/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000563691&LocationNumber=4&DocumentNumber=5001965330"
"1000563691_4";" Licensing ";" 02/26/2019 ";" See Violations below";
"580590_3";" Licensing ";" 12/22/2020 ";" Direct Forfeiture: $100 ";
"555710_9";" Licensing ";" 04/22/2019 ";" Direct Forfeiture: $100 ";
"555710_7";" Licensing ";" 02/05/2020 ";" See Violations below";
"555710_7";" Licensing ";" 12/02/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=555710&LocationNumber=7&DocumentNumber=5002331065"
"555710_7";" Licensing ";" 05/21/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=555710&LocationNumber=7&DocumentNumber=5001666969"
"555710_7";" Licensing ";" 10/26/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=555710&LocationNumber=7&DocumentNumber=5001342353"
"580590_9";" Licensing ";" 01/31/2020 ";" Orders Letter ";
"580590_9";" Licensing ";" 06/26/2019 ";" Warning Letter ";
"580590_6";" Licensing ";" 01/31/2020 ";" Warning Letter ";
"580590_7";" Licensing ";" 07/27/2021 ";" Warning Letter ";
"580590_5";" Licensing ";" 09/15/2020 ";" Orders Letter ";
"580590_5";" Licensing ";" 03/10/2020 ";" Warning Letter ";
"555710_31";" Licensing ";" 03/13/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=555710&LocationNumber=31&DocumentNumber=5002393068"
"555710_31";" Licensing ";" 09/16/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=555710&LocationNumber=31&DocumentNumber=5001970579"
"555710_31";" Licensing ";" 06/19/2019 ";" No violations found ***";
"555710_31";" Licensing ";" 06/12/2019 ";" No violations found ***";
"555710_31";" Licensing ";" 02/22/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=555710&LocationNumber=31&DocumentNumber=5001514829"
"555710_31";" Licensing ";" 11/13/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=555710&LocationNumber=31&DocumentNumber=5001365838"
"555710_31";" Licensing ";" 09/13/2018 ";" No violations found ***";
"555710_11";" Licensing ";" 08/11/2021 ";" Forfeiture: $300 ";
"555710_11";" Licensing ";" 04/19/2021 ";" Direct Forfeiture: $200 ";
"555710_11";" Licensing ";" 04/19/2021 ";" Orders Letter ";
"555710_11";" Licensing ";" 08/24/2020 ";" Warning Letter ";
"555710_11";" Licensing ";" 03/10/2020 ";" Forfeiture: $50 ";
"555710_11";" Licensing ";" 10/22/2019 ";" Orders Letter ";
"555710_11";" Licensing ";" 06/12/2019 ";" Warning Letter ";
"4000558704_1";" Licensing ";" 08/16/2021 ";" No violations found ***";
"4000558704_1";" Licensing ";" 06/14/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558704&LocationNumber=1&DocumentNumber=5003067606"
"4000558704_1";" Licensing ";" 03/08/2021 ";" No violations found ***";
"4000558704_1";" Licensing ";" 09/03/2020 ";" No violations found ***";
"4000558704_1";" Licensing ";" 05/19/2020 ";" No violations found ***";
"4000558704_1";" Licensing ";" 05/06/2020 ";" No violations found ***";
"4000558704_1";" Licensing ";" 04/05/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558704&LocationNumber=1&DocumentNumber=5002343390"
"4000558704_1";" Licensing ";" 12/13/2019 ";" No violations found ***";
"4000558704_1";" Licensing ";" 11/05/2019 ";" No violations found ***";
"4000558704_1";" Licensing ";" 07/29/2019 ";" No violations found ***";
"4000558704_1";" Licensing ";" 06/11/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558704&LocationNumber=1&DocumentNumber=5001735805"
"4000558704_1";" Licensing ";" 01/07/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558704&LocationNumber=1&DocumentNumber=5001428147"
"4000558704_1";" Licensing ";" 11/19/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558704&LocationNumber=1&DocumentNumber=5001374004"
"4000558704_1";" Licensing ";" 09/17/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558704&LocationNumber=1&DocumentNumber=5001271676"
"4000589094_2";" Licensing ";" 01/10/2020 ";" Direct Forfeiture: $200 ";
"2000577942_2";" Licensing ";" 11/07/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000577942&LocationNumber=2&DocumentNumber=5002088141"
"2000577942_2";" Licensing ";" 04/11/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000577942&LocationNumber=2&DocumentNumber=5001607416"
"2000577942_2";" Licensing ";" 09/13/2018 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000577942&LocationNumber=2&DocumentNumber=5001370769"
"7000558857_1";" Licensing ";" 05/05/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000558857&LocationNumber=1&DocumentNumber=5003006045"
"7000558857_1";" Licensing ";" 02/25/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000558857&LocationNumber=1&DocumentNumber=5002288031"
"7000558857_1";" Licensing ";" 10/03/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000558857&LocationNumber=1&DocumentNumber=5001991938"
"7000558857_1";" Licensing ";" 02/14/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000558857&LocationNumber=1&DocumentNumber=5001486898"
"9000585999_1";" Licensing ";" 09/01/2020 ";" No violations found ***";
"9000585999_1";" Licensing ";" 02/25/2020 ";" No violations found ***";
"9000585999_1";" Licensing ";" 01/28/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000585999&LocationNumber=1&DocumentNumber=5002245780"
"9000585999_1";" Licensing ";" 02/04/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000585999&LocationNumber=1&DocumentNumber=5001481225"
"1000558901_2";" Licensing ";" 11/01/2019 ";" No violations found ***";
"1000558901_2";" Licensing ";" 10/30/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000558901&LocationNumber=2&DocumentNumber=5002356751"
"1000558901_2";" Licensing ";" 07/08/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000558901&LocationNumber=2&DocumentNumber=5001787971"
"1000558901_2";" Licensing ";" 04/04/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000558901&LocationNumber=2&DocumentNumber=5001655865"
"1000558901_2";" Licensing ";" 10/18/2018 ";" No violations found ***";
"1000558901_2";" Licensing ";" 09/21/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000558901&LocationNumber=2&DocumentNumber=5001282553"
"564280_1";" Licensing ";" 04/22/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=564280&LocationNumber=1&DocumentNumber=5002959981"
"564280_1";" Licensing ";" 09/05/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=564280&LocationNumber=1&DocumentNumber=5001959139"
"564280_1";" Licensing ";" 03/12/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=564280&LocationNumber=1&DocumentNumber=5001560753"
"8000558698_1";" Licensing ";" 09/01/2021 ";" Orders Letter ";
"8000558698_1";" Licensing ";" 09/01/2021 ";" Direct Forfeiture: $800 ";
"2000557872_120";" Licensing ";" 07/07/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000557872&LocationNumber=120&DocumentNumber=5003096000"
"2000557872_120";" Licensing ";" 08/03/2020 ";" No violations found ***";
"2000557872_120";" Licensing ";" 07/30/2020 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000557872&LocationNumber=120&DocumentNumber=5002490149"
"2000557872_120";" Licensing ";" 07/18/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000557872&LocationNumber=120&DocumentNumber=5001828421"
"5000560275_2";" Licensing ";" 12/18/2019 ";" See Violations below";
"5000560275_2";" Licensing ";" 06/13/2019 ";" No violations found ***";
"5000560275_2";" Licensing ";" 05/31/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000560275&LocationNumber=2&DocumentNumber=5001740411"
"5000560275_2";" Licensing ";" 11/05/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000560275&LocationNumber=2&DocumentNumber=5001347188"
"7000584847_2";" Licensing ";" 10/14/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000584847&LocationNumber=2&DocumentNumber=5002024847"
"7000584847_2";" Licensing ";" 04/05/2019 ";" No violations found ***";
"7000584847_2";" Licensing ";" 03/18/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000584847&LocationNumber=2&DocumentNumber=5001557950"
"7000584847_1";" Licensing ";" 03/17/2021 ";" Warning Letter ";
"5000583875_1";" Licensing ";" 09/19/2019 ";" No violations found ***";
"5000583875_1";" Licensing ";" 08/07/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000583875&LocationNumber=1&DocumentNumber=5001856645"
"5000583875_1";" Licensing ";" 01/17/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=5000583875&LocationNumber=1&DocumentNumber=5001476094"
"3000588203_1";" Licensing ";" 10/25/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588203&LocationNumber=1&DocumentNumber=5002091334"
"3000588203_1";" Licensing ";" 07/10/2019 ";" No violations found ***";
"3000588203_1";" Licensing ";" 11/14/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000588203&LocationNumber=1&DocumentNumber=5001373959"
"2000558792_1";" Licensing ";" 09/07/2021 ";" See Violations below";
"2000558792_1";" Licensing ";" 11/07/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000558792&LocationNumber=1&DocumentNumber=5002086124"
"2000558792_1";" Licensing ";" 09/05/2019 ";" See Violations below";
"2000558792_1";" Licensing ";" 07/29/2019 ";" See Violations below";
"2000558792_1";" Licensing ";" 01/02/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000558792&LocationNumber=1&DocumentNumber=5001431352"
"4000558914_15";" Licensing ";" 02/11/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558914&LocationNumber=15&DocumentNumber=5002331224"
"4000558914_15";" Licensing ";" 02/28/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558914&LocationNumber=15&DocumentNumber=5001513681"
"1000560401_1";" Licensing ";" 02/24/2020 ";" No violations found ***";
"1000560401_1";" Licensing ";" 12/04/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000560401&LocationNumber=1&DocumentNumber=5002107788"
"1000560401_1";" Licensing ";" 04/29/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000560401&LocationNumber=1&DocumentNumber=5001626749"
"1000560401_1";" Licensing ";" 10/03/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000560401&LocationNumber=1&DocumentNumber=5001278944"
"2000557872_10";" Licensing ";" 11/25/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000557872&LocationNumber=10&DocumentNumber=5002100890"
"2000557872_10";" Licensing ";" 02/20/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000557872&LocationNumber=10&DocumentNumber=5001767528"
"2000557872_119";" Licensing ";" 09/02/2020 ";" No violations found ***";
"2000557872_119";" Licensing ";" 11/25/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000557872&LocationNumber=119&DocumentNumber=5002086232"
"2000557872_119";" Licensing ";" 02/22/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000557872&LocationNumber=119&DocumentNumber=5001908526"
"7000587537_1";" Licensing ";" 03/03/2021 ";" Warning Letter ";
"7000587537_1";" Licensing ";" 08/05/2020 ";" Forfeiture: $200 ";
"7000587537_1";" Licensing ";" 08/05/2020 ";" Orders Letter ";
"3000572923_1";" Licensing ";" 08/24/2021 ";" Warning Letter ";
"3000572923_1";" Licensing ";" 09/02/2020 ";" Forfeiture: $300 ";
"3000572923_1";" Licensing ";" 09/02/2020 ";" Orders Letter ";
"3000572923_1";" Licensing ";" 10/25/2019 ";" Direct Forfeiture: $400 ";
"3000572923_1";" Licensing ";" 07/10/2019 ";" Direct Forfeiture: $200 ";
"3000585353_2";" Licensing ";" 07/27/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=2&DocumentNumber=5003105070"
"3000585353_2";" Licensing ";" 02/10/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=2&DocumentNumber=5002270221"
"3000585353_2";" Licensing ";" 12/09/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=2&DocumentNumber=5002178222"
"3000585353_2";" Licensing ";" 07/23/2019 ";" No violations found ***";
"3000585353_2";" Licensing ";" 05/14/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=2&DocumentNumber=5001706268"
"3000585353_2";" Licensing ";" 10/17/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=2&DocumentNumber=5001376019"
"3000585353_1";" Licensing ";" 08/30/2021 ";" See Violations below";
"3000585353_1";" Licensing ";" 11/19/2020 ";" No violations found ***";
"3000585353_1";" Licensing ";" 07/07/2020 ";" See Violations below";
"3000585353_1";" Licensing ";" 06/10/2020 ";" No violations found ***";
"3000585353_1";" Licensing ";" 02/07/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=1&DocumentNumber=5002270224"
"3000585353_1";" Licensing ";" 11/22/2019 ";" No violations found ***";
"3000585353_1";" Licensing ";" 10/25/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=1&DocumentNumber=5002062812"
"3000585353_1";" Licensing ";" 07/23/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=1&DocumentNumber=5001816429"
"3000585353_1";" Licensing ";" 03/25/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=3000585353&LocationNumber=1&DocumentNumber=5001591853"
"8000585138_1";" Licensing ";" 06/09/2021 ";" Direct Forfeiture: $400 ";
"8000585138_1";" Licensing ";" 06/09/2021 ";" Orders Letter ";
"8000585138_1";" Licensing ";" 10/22/2019 ";" Warning Letter ";
"8000585138_1";" Licensing ";" 10/15/2019 ";" Direct Forfeiture: $300 ";
"6000588416_1";" Licensing ";" 11/25/2019 ";" Warning Letter ";
"6000588416_1";" Licensing ";" 10/28/2019 ";" Direct Forfeiture: $2000 ";
"6000588416_1";" Licensing ";" 10/28/2019 ";" Orders Letter ";
"6000557956_1";" Licensing ";" 06/18/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000557956&LocationNumber=1&DocumentNumber=5003066273"
"6000557956_1";" Licensing ";" 01/16/2020 ";" No violations found ***";
"6000557956_1";" Licensing ";" 11/14/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000557956&LocationNumber=1&DocumentNumber=5002080724"
"6000557956_1";" Licensing ";" 07/22/2019 ";" No violations found ***";
"6000557956_1";" Licensing ";" 05/28/2019 ";" No violations found ***";
"6000557956_1";" Licensing ";" 05/07/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000557956&LocationNumber=1&DocumentNumber=5001635465"
"6000557956_1";" Licensing ";" 10/18/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000557956&LocationNumber=1&DocumentNumber=5001289093"
"8000557958_37";" Licensing ";" 12/06/2018 ";" Orders Letter ";
"7000569487_1";" Licensing ";" 05/03/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000569487&LocationNumber=1&DocumentNumber=5003006047"
"7000569487_1";" Licensing ";" 09/24/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=7000569487&LocationNumber=1&DocumentNumber=5001989766"
"7000569487_1";" Licensing ";" 02/25/2019 ";" See Violations below";
"6000589126_2";" Licensing ";" 06/01/2021 ";" No violations found ***";
"6000589126_2";" Licensing ";" 02/22/2021 ";" No violations found ***";
"6000589126_2";" Licensing ";" 09/08/2020 ";" No violations found ***";
"6000589126_2";" Licensing ";" 11/26/2019 ";" See Violations below";
"6000589126_2";" Licensing ";" 08/06/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000589126&LocationNumber=2&DocumentNumber=5001826508"
"6000589126_2";" Licensing ";" 05/24/2019 ";" No violations found ***";
"6000589126_2";" Licensing ";" 05/22/2019 ";" No violations found ***";
"6000589126_2";" Licensing ";" 05/16/2019 ";" No violations found ***";
"6000589126_1";" Licensing ";" 12/17/2019 ";" No violations found ***";
"6000589126_1";" Licensing ";" 11/07/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000589126&LocationNumber=1&DocumentNumber=5002071708"
"6000589126_1";" Licensing ";" 04/12/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000589126&LocationNumber=1&DocumentNumber=5001605418"
"6000589126_1";" Licensing ";" 11/08/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000589126&LocationNumber=1&DocumentNumber=5001833920"
"6000589126_1";" Licensing ";" 10/18/2018 ";" No violations found ***";
"1000573211_3";" Licensing ";" 11/20/2019 ";" See Violations below";
"1000573211_3";" Licensing ";" 11/20/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000573211&LocationNumber=3&DocumentNumber=5001426899"
"1000573211_9";" Licensing ";" 02/12/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000573211&LocationNumber=9&DocumentNumber=5002364879"
"1000573211_9";" Licensing ";" 11/12/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000573211&LocationNumber=9&DocumentNumber=5002093263"
"1000573211_9";" Licensing ";" 08/09/2019 ";" No violations found ***";
"1000573211_6";" Licensing ";" 02/18/2020 ";" See Violations below";
"1000573211_6";" Licensing ";" 08/05/2019 ";" See Violations below";
"1000573211_6";" Licensing ";" 01/29/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000573211&LocationNumber=6&DocumentNumber=5001493203"
"1000573211_5";" Licensing ";" 06/24/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000573211&LocationNumber=5&DocumentNumber=5001792209"
"1000573211_5";" Licensing ";" 05/03/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=1000573211&LocationNumber=5&DocumentNumber=5001629567"
"5000581485_1";" Licensing ";" 07/23/2019 ";" Orders Letter ";
"5000581485_1";" Licensing ";" 12/21/2018 ";" Orders Letter ";
"8000558368_3";" Licensing ";" 08/30/2021 ";" No violations found ***";
"8000558368_3";" Licensing ";" 05/21/2021 ";" No violations found ***";
"8000558368_3";" Licensing ";" 04/23/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000558368&LocationNumber=3&DocumentNumber=5002959972"
"8000558368_3";" Licensing ";" 11/18/2019 ";" See Violations below";
"8000558368_3";" Licensing ";" 08/09/2019 ";" No violations found ***";
"8000558368_3";" Licensing ";" 04/19/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000558368&LocationNumber=3&DocumentNumber=5001623136"
"8000558368_3";" Licensing ";" 01/15/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000558368&LocationNumber=3&DocumentNumber=5001499509"
"8000558368_1";" Licensing ";" 02/12/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000558368&LocationNumber=1&DocumentNumber=5002791814"
"8000558368_1";" Licensing ";" 01/02/2020 ";" No violations found ***";
"8000558368_1";" Licensing ";" 08/28/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000558368&LocationNumber=1&DocumentNumber=5001884190"
"8000558368_1";" Licensing ";" 08/22/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000558368&LocationNumber=1&DocumentNumber=5001880829"
"8000558368_1";" Licensing ";" 05/23/2019 ";" No violations found ***";
"8000558368_1";" Licensing ";" 05/07/2019 ";" No violations found ***";
"8000558368_1";" Licensing ";" 04/12/2019 ";" No violations found ***";
"8000558368_1";" Licensing ";" 01/16/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=8000558368&LocationNumber=1&DocumentNumber=5001462576"
"2000589852_1";" Licensing ";" 06/17/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=2000589852&LocationNumber=1&DocumentNumber=5003051822"
"2000589852_1";" Licensing ";" 01/07/2020 ";" See Violations below";
"2000589852_1";" Licensing ";" 11/15/2019 ";" See Violations below";
"2000589852_1";" Licensing ";" 08/14/2019 ";" No violations found ***";
"3000588703_1";" Licensing ";" 07/24/2020 ";" Forfeiture: $100 ";
"3000588703_1";" Licensing ";" 07/24/2020 ";" Orders Letter ";
"3000588703_1";" Licensing ";" 12/23/2019 ";" Orders Letter ";
"3000588703_1";" Licensing ";" 04/29/2019 ";" Warning Letter ";
"6000566486_2";" Licensing ";" 05/25/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000566486&LocationNumber=2&DocumentNumber=5003014627"
"6000566486_2";" Licensing ";" 04/05/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000566486&LocationNumber=2&DocumentNumber=5002919582"
"6000566486_2";" Licensing ";" 09/28/2020 ";" No violations found ***";
"6000566486_2";" Licensing ";" 02/21/2020 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000566486&LocationNumber=2&DocumentNumber=5002295187"
"6000566486_2";" Licensing ";" 11/06/2019 ";" No violations found ***";
"6000566486_2";" Licensing ";" 07/22/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000566486&LocationNumber=2&DocumentNumber=5002231963"
"6000566486_2";" Licensing ";" 05/24/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000566486&LocationNumber=2&DocumentNumber=5001772451"
"6000566486_2";" Licensing ";" 12/19/2018 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=6000566486&LocationNumber=2&DocumentNumber=5001422113"
"6000566486_2";" Licensing ";" 10/23/2018 ";" No violations found ***";
"9000585949_1";" Licensing ";" 08/05/2021 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000585949&LocationNumber=1&DocumentNumber=5003107278"
"9000585949_1";" Licensing ";" 07/08/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=9000585949&LocationNumber=1&DocumentNumber=5001759315"
"4000589784_2";" Licensing ";" 07/23/2021 ";" Orders Letter ";
"4000558914_6";" Licensing ";" 07/13/2021 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558914&LocationNumber=6&DocumentNumber=5003092483"
"4000558914_6";" Licensing ";" 07/16/2020 ";" No violations found ***";
"4000558914_6";" Licensing ";" 07/10/2019 ";" No violations found ***";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558914&LocationNumber=6&DocumentNumber=5001764087"
"4000558914_6";" Licensing ";" 06/27/2019 ";" See Violations below";"../Provider/ViewCorrectionPlan.aspx?ProviderNumber=4000558914&LocationNumber=6&DocumentNumber=5001811260"
"584440_1";" Licensing ";" 08/06/2021 ";" See Violations below";
"584440_1";" Licensing ";" 12/05/2019 ";" See Violations below";
"584440_1";" Licensing ";" 08/02/2019 ";" See Violations below";
"2000558972_1";" Licensing ";" 07/19/2021 ";" See Violations below";
