"ProviderUID";"CertificateNumber";"Category";"Type";"Status";"IssueDate";"ExpirationDate"
"182dbe344ba7cfac001439aca54158e8";"CER-00098123";"Certificate of Compliance";"Provisional";"Closed";"07/14/2016";"01/14/2017"
"182dbe344ba7cfac001439aca54158e8";"CER-00099710";"Certificate of Compliance";"Regular";"Closed";"08/15/2016";"08/15/2017"
"182dbe344ba7cfac001439aca54158e8";"CER-00117251";"Certificate of Compliance";"Regular";"Closed";"08/15/2017";"08/15/2018"
"182dbe344ba7cfac001439aca54158e8";"CER-00132355";"Certificate of Compliance";"Regular";"Closed";"08/15/2018";"08/15/2019"
"b67ff937e646e90b562b5c0426e85ba4";"CER-00115522";"Certificate of Compliance";"Provisional";"Closed";"08/01/2017";"02/01/2018"
"b67ff937e646e90b562b5c0426e85ba4";"CER-00126017";"Certificate of Compliance";"Provisional";"Closed";"02/01/2018";"08/01/2018"
"b67ff937e646e90b562b5c0426e85ba4";"CER-00131464";"Certificate of Compliance";"Regular";"Closed";"08/01/2018";"08/01/2019"
"b67ff937e646e90b562b5c0426e85ba4";"CER-00148849";"Certificate of Compliance";"Regular";"Closed";"08/01/2019";"08/01/2020"
"b67ff937e646e90b562b5c0426e85ba4";"CER-00167658";"Certificate of Compliance";"Regular";"Granted";"08/01/2020";"08/01/2021"
"0ad1c1ce2301b0f2cd483d411c1864cb";"CER-00067152";"Certificate of Registration";"Regular";"Closed";"04/08/2014";"04/08/2016"
"0ad1c1ce2301b0f2cd483d411c1864cb";"CER-00094454";"Certificate of Registration";"Regular";"Closed";"04/08/2016";"04/08/2017"
"0ad1c1ce2301b0f2cd483d411c1864cb";"CER-00111796";"Certificate of Compliance";"Regular";"Closed";"04/08/2017";"04/08/2018"
"0ad1c1ce2301b0f2cd483d411c1864cb";"CER-00127424";"Certificate of Compliance";"Regular";"Closed";"04/08/2018";"04/08/2019"
"0ad1c1ce2301b0f2cd483d411c1864cb";"CER-00142003";"Certificate of Compliance";"Regular";"Closed";"04/08/2019";"04/08/2020"
"0ad1c1ce2301b0f2cd483d411c1864cb";"CER-00158439";"Certificate of Compliance";"Regular";"Awaiting Renewal";"04/08/2020";"04/08/2021"
"4e38b550f287cf538ecdd07725a2e7df";"CER-00084035";"Certificate of Registration";"Regular";"Closed";"07/24/2015";"07/24/2017"
"4e38b550f287cf538ecdd07725a2e7df";"CER-00114618";"Certificate of Compliance";"Regular";"Closed";"07/24/2017";"07/24/2018"
"4e38b550f287cf538ecdd07725a2e7df";"CER-00129429";"Certificate of Compliance";"Regular";"Closed";"07/24/2018";"07/24/2019"
"4e38b550f287cf538ecdd07725a2e7df";"CER-00146410";"Certificate of Compliance";"Regular";"Closed";"07/24/2019";"07/24/2020"
"4e38b550f287cf538ecdd07725a2e7df";"CER-00163310";"Certificate of Compliance";"Regular";"Granted";"07/24/2020";"07/24/2021"
"d96a4b670fde31962a48074e439070b2";"CER-00077520";"Certificate of Registration";"Regular";"Closed";"11/22/2014";"11/22/2016"
"d96a4b670fde31962a48074e439070b2";"CER-00107831";"Certificate of Compliance";"Provisional";"Closed";"11/22/2016";"05/22/2017"
"d96a4b670fde31962a48074e439070b2";"CER-00115213";"Certificate of Compliance";"Regular";"Closed";"05/22/2017";"05/22/2018"
"d96a4b670fde31962a48074e439070b2";"CER-00129722";"Certificate of Compliance";"Regular";"Closed";"05/22/2018";"05/22/2019"
"9147f41fc5ffe3649761518b9cf07d7b";"CER-00127029";"Certificate of Compliance";"Provisional";"Closed";"04/03/2018";"09/02/2018"
"9147f41fc5ffe3649761518b9cf07d7b";"CER-00133741";"Certificate of Compliance";"Regular";"Closed";"04/04/2018";"04/04/2019"
"9147f41fc5ffe3649761518b9cf07d7b";"CER-00142535";"Certificate of Compliance";"Regular";"Closed";"04/04/2019";"04/04/2020"
"9147f41fc5ffe3649761518b9cf07d7b";"CER-00159296";"Certificate of Compliance";"Regular";"Awaiting Renewal";"04/04/2020";"04/04/2021"
"9180844501442de9bf47a5a2ac933db6";"CER-00119338";"Certificate of Compliance";"Provisional";"Closed";"10/05/2017";"04/05/2018"
"9180844501442de9bf47a5a2ac933db6";"CER-00127490";"Certificate of Compliance";"Provisional";"Closed";"04/05/2018";"10/05/2018"
"9180844501442de9bf47a5a2ac933db6";"CER-00131329";"Certificate of Compliance";"Regular";"Closed";"06/07/2018";"06/07/2019"
"52e89824c4d1443d124506be5c8dc6af";"CER-00080244";"Certificate of Compliance";"Regular";"Closed";"03/14/2015";"03/14/2016"
"52e89824c4d1443d124506be5c8dc6af";"CER-00099365";"Certificate of Compliance";"Regular";"Closed";"03/14/2016";"03/14/2017"
"52e89824c4d1443d124506be5c8dc6af";"CER-00108527";"Certificate of Compliance";"Regular";"Closed";"03/14/2017";"03/14/2018"
"52e89824c4d1443d124506be5c8dc6af";"CER-00124448";"Certificate of Compliance";"Regular";"Closed";"03/14/2018";"03/14/2019"
"52e89824c4d1443d124506be5c8dc6af";"CER-00141681";"Certificate of Compliance";"Regular";"Closed";"03/14/2019";"03/14/2020"
"52e89824c4d1443d124506be5c8dc6af";"CER-00158899";"Certificate of Compliance";"Regular";"Awaiting Renewal";"03/14/2020";"03/14/2021"
"74d3b9717f2640ad4b153cb5e10aa50a";"CER-00087772";"Certificate of Compliance";"Regular";"Closed";"08/07/2015";"08/07/2016"
"74d3b9717f2640ad4b153cb5e10aa50a";"CER-00101822";"Certificate of Compliance";"Regular";"Closed";"08/07/2016";"08/07/2017"
"74d3b9717f2640ad4b153cb5e10aa50a";"CER-00116247";"Certificate of Compliance";"Regular";"Closed";"08/07/2017";"08/07/2018"
"74d3b9717f2640ad4b153cb5e10aa50a";"CER-00131007";"Certificate of Compliance";"Regular";"Closed";"08/07/2018";"08/07/2019"
"01995d5a232116a44aebc7578d83f1d5";"CER-00162762";"Certificate of Compliance";"Provisional";"Awaiting Renewal";"08/06/2020";"02/06/2021"
"79d2f9288646d31500c5d659ed6e5713";"CER-00091315";"Certificate of Compliance";"Regular";"Closed";"11/19/2015";"11/19/2016"
"79d2f9288646d31500c5d659ed6e5713";"CER-00103681";"Certificate of Compliance";"Provisional";"Closed";"11/19/2016";"05/19/2017"
"79d2f9288646d31500c5d659ed6e5713";"CER-00106708";"Certificate of Compliance";"Regular";"Closed";"01/24/2017";"01/24/2018"
"79d2f9288646d31500c5d659ed6e5713";"CER-00123849";"Certificate of Compliance";"Regular";"Closed";"01/24/2018";"01/24/2019"
"79d2f9288646d31500c5d659ed6e5713";"CER-00137156";"Certificate of Compliance";"Regular";"Closed";"01/24/2019";"01/24/2020"
"79d2f9288646d31500c5d659ed6e5713";"CER-00153582";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/24/2020";"01/24/2021"
"e9792b03cd31317a578c10a9ba926980";"CER-00091491";"Certificate of Compliance";"Regular";"Closed";"02/01/2016";"02/01/2017"
"e9792b03cd31317a578c10a9ba926980";"CER-00100933";"Certificate of Compliance";"Regular";"Closed";"08/11/2016";"02/01/2017"
"e9792b03cd31317a578c10a9ba926980";"CER-00112166";"Certificate of Compliance";"Regular";"Closed";"02/01/2017";"02/01/2018"
"e9792b03cd31317a578c10a9ba926980";"CER-00112937";"Certificate of Compliance";"Regular";"Closed";"02/01/2017";"02/01/2018"
"e9792b03cd31317a578c10a9ba926980";"CER-00126401";"Certificate of Compliance";"Provisional";"Closed";"02/01/2018";"08/01/2018"
"e9792b03cd31317a578c10a9ba926980";"CER-00132679";"Certificate of Compliance";"Regular";"Closed";"08/01/2018";"08/01/2019"
"e3e07b660c9980195ccbb3ef6b196fd9";"CER-00071024";"Certificate of Registration";"Regular";"Closed";"07/29/2014";"07/29/2016"
"e3e07b660c9980195ccbb3ef6b196fd9";"CER-00103774";"Certificate of Compliance";"Regular";"Closed";"07/29/2016";"07/29/2017"
"e3e07b660c9980195ccbb3ef6b196fd9";"CER-00117049";"Certificate of Compliance";"Regular";"Closed";"07/29/2017";"07/29/2018"
"e3e07b660c9980195ccbb3ef6b196fd9";"CER-00130421";"Certificate of Compliance";"Regular";"Closed";"07/29/2018";"07/29/2019"
"e3e07b660c9980195ccbb3ef6b196fd9";"CER-00148352";"Certificate of Compliance";"Provisional";"Closed";"07/29/2019";"01/29/2020"
"e3e07b660c9980195ccbb3ef6b196fd9";"CER-00156014";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/29/2020";"01/29/2021"
"ed66973a0e45665b5013782de6f209a9";"CER-00075074";"Certificate of Registration";"Regular";"Closed";"10/20/2014";"10/20/2016"
"ed66973a0e45665b5013782de6f209a9";"CER-00104538";"Certificate of Compliance";"Regular";"Closed";"10/20/2016";"10/20/2017"
"ed66973a0e45665b5013782de6f209a9";"CER-00120677";"Certificate of Compliance";"Regular";"Closed";"10/20/2017";"10/20/2018"
"ed66973a0e45665b5013782de6f209a9";"CER-00137609";"Certificate of Compliance";"Regular";"Closed";"10/20/2018";"10/20/2019"
"e1e5280ef7ad1805ebf5ca089b1185f3";"CER-00088309";"Certificate of Compliance";"Regular";"Closed";"08/24/2015";"08/24/2016"
"e1e5280ef7ad1805ebf5ca089b1185f3";"CER-00102253";"Certificate of Compliance";"Regular";"Closed";"08/24/2016";"08/24/2017"
"e1e5280ef7ad1805ebf5ca089b1185f3";"CER-00117384";"Certificate of Compliance";"Regular";"Closed";"08/24/2017";"08/24/2018"
"e1e5280ef7ad1805ebf5ca089b1185f3";"CER-00130420";"Certificate of Compliance";"Regular";"Closed";"08/24/2018";"08/24/2019"
"e1e5280ef7ad1805ebf5ca089b1185f3";"CER-00150799";"Certificate of Compliance";"Regular";"Closed";"08/24/2019";"08/24/2020"
"e1e5280ef7ad1805ebf5ca089b1185f3";"CER-00167656";"Certificate of Compliance";"Regular";"Granted";"08/24/2020";"08/24/2021"
"8c3bc95c13baf28cb03b10dc021db063";"CER-00072874";"Certificate of Registration";"Regular";"Closed";"09/05/2014";"09/05/2016"
"8c3bc95c13baf28cb03b10dc021db063";"CER-00099715";"Certificate of Registration";"Regular";"Closed";"09/05/2016";"09/05/2017"
"8c3bc95c13baf28cb03b10dc021db063";"CER-00122050";"Certificate of Compliance";"Regular";"Closed";"09/05/2017";"09/05/2018"
"8c3bc95c13baf28cb03b10dc021db063";"CER-00132681";"Certificate of Compliance";"Regular";"Closed";"09/05/2018";"09/05/2019"
"8c3bc95c13baf28cb03b10dc021db063";"CER-00148952";"Certificate of Compliance";"Regular";"Closed";"09/05/2019";"09/05/2020"
"8c3bc95c13baf28cb03b10dc021db063";"CER-00164315";"Certificate of Compliance";"Regular";"Granted";"09/05/2020";"09/05/2021"
"4049c117987401b01b698b8083515ecb";"CER-00144578";"Certificate of Compliance";"Provisional";"Closed";"04/15/2019";"10/15/2019"
"af21d9624eb0efbc4a6d1708075e6d6f";"CER-00088310";"Certificate of Compliance";"Regular";"Closed";"07/24/2015";"07/24/2016"
"af21d9624eb0efbc4a6d1708075e6d6f";"CER-00099400";"Certificate of Compliance";"Regular";"Closed";"07/24/2016";"07/24/2017"
"af21d9624eb0efbc4a6d1708075e6d6f";"CER-00115382";"Certificate of Compliance";"Regular";"Closed";"07/24/2017";"07/24/2018"
"af21d9624eb0efbc4a6d1708075e6d6f";"CER-00132390";"Certificate of Compliance";"Provisional";"Closed";"07/24/2018";"01/24/2019"
"af21d9624eb0efbc4a6d1708075e6d6f";"CER-00136161";"Certificate of Compliance";"Regular";"Closed";"10/15/2018";"10/15/2019"
"0d244b88585ca53a1d4dcf7faa911afb";"CER-00123421";"Certificate of Compliance";"Provisional";"Closed";"01/11/2018";"07/11/2018"
"0d244b88585ca53a1d4dcf7faa911afb";"CER-00132349";"Certificate of Compliance";"Provisional";"Closed";"07/11/2018";"01/11/2019"
"0d244b88585ca53a1d4dcf7faa911afb";"CER-00132692";"Certificate of Compliance";"Regular";"Closed";"07/26/2018";"07/26/2019"
"f1cd9b825533a2d8e7da54202eca8afa";"CER-00080520";"Certificate of Compliance";"Regular";"Closed";"03/26/2015";"03/26/2016"
"f1cd9b825533a2d8e7da54202eca8afa";"CER-00098327";"Certificate of Compliance";"Regular";"Closed";"03/26/2016";"03/26/2017"
"f1cd9b825533a2d8e7da54202eca8afa";"CER-00110050";"Certificate of Compliance";"Regular";"Closed";"03/26/2017";"03/26/2018"
"f1cd9b825533a2d8e7da54202eca8afa";"CER-00126793";"Certificate of Compliance";"Regular";"Closed";"03/26/2018";"03/26/2019"
"f1cd9b825533a2d8e7da54202eca8afa";"CER-00140985";"Certificate of Compliance";"Regular";"Closed";"03/26/2019";"03/26/2020"
"f1cd9b825533a2d8e7da54202eca8afa";"CER-00157829";"Certificate of Compliance";"Regular";"Awaiting Renewal";"03/26/2020";"03/26/2021"
"6a3e972eb9c8063d38426e27699259ff";"CER-00086164";"Certificate of Compliance";"Regular";"Closed";"12/30/2014";"12/30/2015"
"6a3e972eb9c8063d38426e27699259ff";"CER-00090731";"Certificate of Compliance";"Regular";"Closed";"12/30/2015";"12/30/2016"
"6a3e972eb9c8063d38426e27699259ff";"CER-00107017";"Certificate of Compliance";"Regular";"Closed";"12/30/2016";"12/30/2017"
"6a3e972eb9c8063d38426e27699259ff";"CER-00123888";"Certificate of Compliance";"Regular";"Closed";"12/30/2017";"12/30/2018"
"6a3e972eb9c8063d38426e27699259ff";"CER-00138661";"Certificate of Compliance";"Regular";"Closed";"12/30/2018";"12/30/2019"
"6a3e972eb9c8063d38426e27699259ff";"CER-00155355";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/30/2019";"12/30/2020"
"d92cc32a418ca0572c801ee449f349cc";"CER-00088937";"Certificate of Compliance";"Regular";"Closed";"11/09/2015";"11/09/2016"
"d92cc32a418ca0572c801ee449f349cc";"CER-00106687";"Certificate of Compliance";"Regular";"Closed";"11/09/2016";"11/09/2017"
"d92cc32a418ca0572c801ee449f349cc";"CER-00121676";"Certificate of Compliance";"Provisional";"Closed";"11/09/2017";"05/09/2018"
"d92cc32a418ca0572c801ee449f349cc";"CER-00122525";"Certificate of Compliance";"Provisional";"Closed";"11/09/2017";"05/09/2018"
"d92cc32a418ca0572c801ee449f349cc";"CER-00127407";"Certificate of Compliance";"Regular";"Closed";"05/09/2018";"05/09/2019"
"d92cc32a418ca0572c801ee449f349cc";"CER-00144980";"Certificate of Compliance";"Regular";"Closed";"05/09/2019";"05/09/2020"
"d92cc32a418ca0572c801ee449f349cc";"CER-00164316";"Certificate of Compliance";"Regular";"Granted";"05/09/2020";"05/09/2021"
"db757250084b77a1fc5a7a4473745186";"CER-00100682";"Certificate of Compliance";"Provisional";"Closed";"09/16/2016";"03/16/2017"
"db757250084b77a1fc5a7a4473745186";"CER-00114682";"Certificate of Compliance";"Regular";"Closed";"03/16/2017";"03/16/2018"
"db757250084b77a1fc5a7a4473745186";"CER-00126955";"Certificate of Compliance";"Provisional";"Closed";"03/16/2018";"09/16/2018"
"db757250084b77a1fc5a7a4473745186";"CER-00133427";"Certificate of Compliance";"Regular";"Closed";"08/10/2018";"08/10/2019"
"db757250084b77a1fc5a7a4473745186";"CER-00150874";"Certificate of Compliance";"Regular";"Closed";"08/10/2019";"08/10/2020"
"db757250084b77a1fc5a7a4473745186";"CER-00167481";"Certificate of Compliance";"Regular";"Granted";"08/10/2020";"08/10/2021"
"6e2a7c2753da231930d5255bc4708249";"CER-00070040";"Certificate of Registration";"Regular";"Closed";"06/06/2014";"06/06/2016"
"6e2a7c2753da231930d5255bc4708249";"CER-00099696";"Certificate of Registration";"Regular";"Closed";"06/06/2016";"06/06/2017"
"6e2a7c2753da231930d5255bc4708249";"CER-00114605";"Certificate of Compliance";"Regular";"Closed";"06/06/2017";"06/06/2018"
"6e2a7c2753da231930d5255bc4708249";"CER-00127800";"Certificate of Compliance";"Regular";"Closed";"06/06/2018";"06/06/2019"
"599beb21508a56370979227be0508bbe";"CER-00084266";"Certificate of Compliance";"Regular";"Closed";"07/14/2015";"07/14/2016"
"599beb21508a56370979227be0508bbe";"CER-00100112";"Certificate of Compliance";"Provisional";"Closed";"07/14/2016";"01/14/2017"
"599beb21508a56370979227be0508bbe";"CER-00100701";"Certificate of Compliance";"Regular";"Closed";"09/16/2016";"09/16/2017"
"599beb21508a56370979227be0508bbe";"CER-00132113";"Certificate of Compliance";"Provisional";"Closed";"07/09/2018";"01/09/2019"
"599beb21508a56370979227be0508bbe";"CER-00140248";"Certificate of Compliance";"Regular";"Closed";"01/09/2019";"01/09/2020"
"599beb21508a56370979227be0508bbe";"CER-00156069";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/09/2020";"01/09/2021"
"287c778eb2ec01a0da4ea1fb3c41ff89";"CER-00070245";"Certificate of Registration";"Regular";"Closed";"07/10/2014";"07/10/2016"
"287c778eb2ec01a0da4ea1fb3c41ff89";"CER-00098698";"Certificate of Registration";"Regular";"Closed";"07/25/2016";"07/26/2017"
"287c778eb2ec01a0da4ea1fb3c41ff89";"CER-00105470";"Certificate of Compliance";"Regular";"Closed";"07/25/2016";"07/25/2017"
"287c778eb2ec01a0da4ea1fb3c41ff89";"CER-00114017";"Certificate of Compliance";"Regular";"Closed";"07/25/2017";"07/25/2018"
"287c778eb2ec01a0da4ea1fb3c41ff89";"CER-00130661";"Certificate of Compliance";"Regular";"Closed";"07/25/2018";"07/25/2019"
"287c778eb2ec01a0da4ea1fb3c41ff89";"CER-00147520";"Certificate of Compliance";"Regular";"Closed";"07/25/2019";"07/25/2020"
"287c778eb2ec01a0da4ea1fb3c41ff89";"CER-00164849";"Certificate of Compliance";"Regular";"Granted";"07/25/2020";"07/25/2021"
"3ae12a180405be301e5a94011eefc3ee";"CER-00073026";"Certificate of Registration";"Regular";"Closed";"09/19/2014";"09/19/2016"
"3ae12a180405be301e5a94011eefc3ee";"CER-00088647";"Certificate of Registration";"Regular";"Closed";"11/17/2015";"09/19/2016"
"3ae12a180405be301e5a94011eefc3ee";"CER-00100805";"Certificate of Registration";"Regular";"Closed";"09/19/2016";"09/19/2017"
"3ae12a180405be301e5a94011eefc3ee";"CER-00122302";"Certificate of Compliance";"Regular";"Closed";"09/19/2017";"09/19/2018"
"3ae12a180405be301e5a94011eefc3ee";"CER-00133997";"Certificate of Compliance";"Regular";"Closed";"09/19/2018";"09/19/2019"
"3ae12a180405be301e5a94011eefc3ee";"CER-00151712";"Certificate of Compliance";"Regular";"Closed";"09/19/2019";"09/19/2020"
"3ae12a180405be301e5a94011eefc3ee";"CER-00167230";"Certificate of Compliance";"Regular";"Granted";"09/19/2020";"09/19/2021"
"da344d05c456ffa28dbe86cd3e436c15";"CER-00161551";"Certificate of Compliance";"Regular";"Awaiting Renewal";"07/01/2020";"01/02/2021"
"776e860a7c607be7f434c2eb40e98787";"CER-00147537";"Certificate of Compliance";"Provisional";"Closed";"06/18/2019";"12/18/2019"
"776e860a7c607be7f434c2eb40e98787";"CER-00155262";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/18/2019";"12/18/2020"
"6578c4b99fc077d0edb5d13b4374c888";"CER-00085440";"Certificate of Compliance";"Regular";"Closed";"08/01/2015";"08/01/2016"
"6578c4b99fc077d0edb5d13b4374c888";"CER-00100371";"Certificate of Compliance";"Regular";"Closed";"08/01/2016";"08/01/2017"
"6578c4b99fc077d0edb5d13b4374c888";"CER-00118620";"Certificate of Compliance";"Regular";"Closed";"08/01/2017";"08/01/2018"
"6578c4b99fc077d0edb5d13b4374c888";"CER-00134004";"Certificate of Compliance";"Regular";"Closed";"08/01/2018";"08/01/2019"
"6578c4b99fc077d0edb5d13b4374c888";"CER-00150381";"Certificate of Compliance";"Regular";"Closed";"08/01/2019";"08/01/2020"
"6578c4b99fc077d0edb5d13b4374c888";"CER-00166894";"Certificate of Compliance";"Regular";"Granted";"08/01/2020";"08/01/2021"
"5712cb8ff1fdffb6b1ddea3a3e5b2291";"CER-00097512";"Certificate of Compliance";"Provisional";"Closed";"06/28/2016";"12/28/2016"
"5712cb8ff1fdffb6b1ddea3a3e5b2291";"CER-00107139";"Certificate of Compliance";"Regular";"Closed";"12/28/2016";"12/28/2017"
"5712cb8ff1fdffb6b1ddea3a3e5b2291";"CER-00125112";"Certificate of Compliance";"Regular";"Closed";"12/28/2017";"12/28/2018"
"5712cb8ff1fdffb6b1ddea3a3e5b2291";"CER-00139792";"Certificate of Compliance";"Regular";"Closed";"12/28/2018";"12/28/2019"
"5712cb8ff1fdffb6b1ddea3a3e5b2291";"CER-00155255";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/28/2019";"12/28/2020"
"5712cb8ff1fdffb6b1ddea3a3e5b2291";"CER-00167415";"Certificate of Compliance";"Regular";"Granted";"12/28/2020";"12/28/2021"
"7e660aa2af522a4f3ad4487f9d2aabf6";"CER-00086339";"Certificate of Compliance";"Regular";"Closed";"08/28/2015";"08/28/2016"
"7e660aa2af522a4f3ad4487f9d2aabf6";"CER-00100373";"Certificate of Compliance";"Regular";"Closed";"08/28/2016";"08/28/2017"
"7e660aa2af522a4f3ad4487f9d2aabf6";"CER-00120758";"Certificate of Compliance";"Regular";"Closed";"08/28/2017";"08/28/2018"
"7e660aa2af522a4f3ad4487f9d2aabf6";"CER-00134493";"Certificate of Compliance";"Regular";"Closed";"08/28/2018";"08/28/2019"
"7e660aa2af522a4f3ad4487f9d2aabf6";"CER-00152035";"Certificate of Compliance";"Provisional";"Closed";"08/28/2019";"02/28/2020"
"c5831e41974e4eedb3b5bfc5d87bef22";"CER-00097540";"Certificate of Compliance";"Provisional";"Closed";"06/28/2016";"12/28/2016"
"c5831e41974e4eedb3b5bfc5d87bef22";"CER-00107138";"Certificate of Compliance";"Regular";"Closed";"12/28/2016";"12/28/2017"
"c5831e41974e4eedb3b5bfc5d87bef22";"CER-00125109";"Certificate of Compliance";"Regular";"Closed";"12/28/2017";"12/28/2018"
"c5831e41974e4eedb3b5bfc5d87bef22";"CER-00138655";"Certificate of Compliance";"Regular";"Closed";"12/29/2018";"12/29/2019"
"c5831e41974e4eedb3b5bfc5d87bef22";"CER-00156848";"Certificate of Compliance";"Regular";"Awaiting Renewal";"12/29/2019";"12/29/2020"
"c5831e41974e4eedb3b5bfc5d87bef22";"CER-00168139";"Certificate of Compliance";"Regular";"Granted";"12/29/2020";"12/29/2021"
"3b501d0d81bcf75ac12268980265b1e0";"CER-00152402";"Certificate of Compliance";"Provisional";"Closed";"10/07/2019";"04/07/2020"
"3b501d0d81bcf75ac12268980265b1e0";"CER-00159096";"Certificate of Compliance";"Regular";"Awaiting Renewal";"02/21/2020";"02/21/2021"
"a306f90bcd5b3b430394a76ee96da901";"CER-00083524";"Certificate of Compliance";"Regular";"Closed";"04/16/2015";"04/16/2016"
"a306f90bcd5b3b430394a76ee96da901";"CER-00095586";"Certificate of Compliance";"Regular";"Closed";"04/16/2016";"04/16/2017"
"a306f90bcd5b3b430394a76ee96da901";"CER-00110301";"Certificate of Compliance";"Regular";"Closed";"04/16/2017";"04/16/2018"
"a306f90bcd5b3b430394a76ee96da901";"CER-00128109";"Certificate of Compliance";"Regular";"Closed";"04/16/2018";"04/16/2019"
"a306f90bcd5b3b430394a76ee96da901";"CER-00144920";"Certificate of Compliance";"Regular";"Closed";"04/16/2019";"04/16/2020"
"a306f90bcd5b3b430394a76ee96da901";"CER-00168751";"Certificate of Compliance";"Regular";"Granted";"04/16/2020";"04/16/2021"
"29b211951f97d9748fc87968d334909d";"CER-00080035";"Certificate of Compliance";"Regular";"Closed";"03/06/2015";"03/06/2016"
"29b211951f97d9748fc87968d334909d";"CER-00080217";"Certificate of Compliance";"Regular";"Closed";"03/06/2015";"03/06/2016"
"29b211951f97d9748fc87968d334909d";"CER-00094491";"Certificate of Compliance";"Regular";"Closed";"03/06/2016";"03/06/2017"
"29b211951f97d9748fc87968d334909d";"CER-00108787";"Certificate of Compliance";"Regular";"Closed";"03/06/2017";"03/06/2018"
"29b211951f97d9748fc87968d334909d";"CER-00125726";"Certificate of Compliance";"Regular";"Closed";"03/06/2018";"03/06/2019"
"29b211951f97d9748fc87968d334909d";"CER-00144004";"Certificate of Compliance";"Regular";"Closed";"03/06/2019";"03/06/2020"
"29b211951f97d9748fc87968d334909d";"CER-00164497";"Certificate of Compliance";"Regular";"Awaiting Renewal";"03/06/2020";"03/06/2021"
"0a5a7a0e9897d11b7e7727c81afabc06";"CER-00089404";"Certificate of Compliance";"Regular";"Closed";"11/21/2015";"11/21/2016"
"0a5a7a0e9897d11b7e7727c81afabc06";"CER-00103090";"Certificate of Compliance";"Regular";"Closed";"11/21/2016";"11/21/2017"
"0a5a7a0e9897d11b7e7727c81afabc06";"CER-00119420";"Certificate of Compliance";"Regular";"Closed";"11/21/2017";"11/21/2018"
"0a5a7a0e9897d11b7e7727c81afabc06";"CER-00138639";"Certificate of Compliance";"Regular";"Closed";"11/21/2018";"11/21/2019"
"0a5a7a0e9897d11b7e7727c81afabc06";"CER-00156349";"Certificate of Compliance";"Regular";"Closed";"11/21/2019";"11/21/2020"
"0a5a7a0e9897d11b7e7727c81afabc06";"CER-00157262";"Certificate of Compliance";"Regular";"Awaiting Renewal";"11/21/2019";"11/21/2020"
"02ac17afbdaa80404d41b9ca29d6aaa1";"CER-00080035";"Certificate of Compliance";"Regular";"Closed";"03/06/2015";"03/06/2016"
"02ac17afbdaa80404d41b9ca29d6aaa1";"CER-00080217";"Certificate of Compliance";"Regular";"Closed";"03/06/2015";"03/06/2016"
"02ac17afbdaa80404d41b9ca29d6aaa1";"CER-00094491";"Certificate of Compliance";"Regular";"Closed";"03/06/2016";"03/06/2017"
"02ac17afbdaa80404d41b9ca29d6aaa1";"CER-00108787";"Certificate of Compliance";"Regular";"Closed";"03/06/2017";"03/06/2018"
"02ac17afbdaa80404d41b9ca29d6aaa1";"CER-00125726";"Certificate of Compliance";"Regular";"Closed";"03/06/2018";"03/06/2019"
"02ac17afbdaa80404d41b9ca29d6aaa1";"CER-00144004";"Certificate of Compliance";"Regular";"Closed";"03/06/2019";"03/06/2020"
"02ac17afbdaa80404d41b9ca29d6aaa1";"CER-00164497";"Certificate of Compliance";"Regular";"Awaiting Renewal";"03/06/2020";"03/06/2021"
"9df609c7e1b6b2e50c29f826d47ee66d";"CER-00066003";"Certificate of Registration";"Regular";"Closed";"01/07/2014";"01/07/2016"
"9df609c7e1b6b2e50c29f826d47ee66d";"CER-00090314";"Certificate of Registration";"Regular";"Closed";"01/07/2016";"01/07/2018"
"9df609c7e1b6b2e50c29f826d47ee66d";"CER-00122605";"Certificate of Compliance";"Regular";"Closed";"01/07/2018";"01/07/2019"
"9df609c7e1b6b2e50c29f826d47ee66d";"CER-00141878";"Certificate of Compliance";"Regular";"Closed";"01/07/2019";"01/07/2020"
"9df609c7e1b6b2e50c29f826d47ee66d";"CER-00156343";"Certificate of Compliance";"Regular";"Awaiting Renewal";"01/07/2020";"01/07/2021"
"7b2e55606d220d5b0cc8c77fc03004c6";"CER-00089404";"Certificate of Compliance";"Regular";"Closed";"11/21/2015";"11/21/2016"
"7b2e55606d220d5b0cc8c77fc03004c6";"CER-00103090";"Certificate of Compliance";"Regular";"Closed";"11/21/2016";"11/21/2017"
"7b2e55606d220d5b0cc8c77fc03004c6";"CER-00119420";"Certificate of Compliance";"Regular";"Closed";"11/21/2017";"11/21/2018"
"7b2e55606d220d5b0cc8c77fc03004c6";"CER-00138639";"Certificate of Compliance";"Regular";"Closed";"11/21/2018";"11/21/2019"
"7b2e55606d220d5b0cc8c77fc03004c6";"CER-00156349";"Certificate of Compliance";"Regular";"Closed";"11/21/2019";"11/21/2020"
"7b2e55606d220d5b0cc8c77fc03004c6";"CER-00157262";"Certificate of Compliance";"Regular";"Awaiting Renewal";"11/21/2019";"11/21/2020"
